source_file,question_index,question_zh,question_en,gold_chunk_count,retrieved_chunk_count,reranked_chunk_count,retrieval_recall,retrieval_precision,retrieval_f1,rerank_recall,rerank_precision,rerank_f1,delta_recall,delta_precision,delta_f1,retrieval_matched_count,rerank_matched_count
src/test/test_questions/question75_5/question_0_0.json,0,路特斯科技的总部位于哪里？,Where is the headquarters of Lotus Technology located?,5,26,5,0.8,0.15384615384615385,0.25806451612903225,0.6,0.6,0.6,-0.20000000000000007,0.4461538461538461,0.3419354838709677,4,3
src/test/test_questions/question75_5/question_10_10.json,0,路特斯科技截止上半年的全球交付数量是多少？,What is the global delivery volume for Lotus Technology in the first half of 2024?,6,24,5,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.16666666666666666,0.2,0.1818181818181818,-0.16666666666666666,0.11666666666666668,0.048484848484848464,2,1
src/test/test_questions/question75_5/question_12_12.json,0,路特斯科技最新的销售指引？,What is the latest sales guidance for Lotus Technology in 2024?,4,38,5,1.0,0.10526315789473684,0.1904761904761905,0.5,0.4,0.4444444444444445,-0.5,0.2947368421052632,0.25396825396825395,4,2
src/test/test_questions/question75_5/question_13_13.json,0,路特斯科技是否盈利？,Is Lotus Technology profitable in 2024?,9,50,5,0.1111111111111111,0.02,0.03389830508474577,0.1111111111111111,0.2,0.14285714285714285,0.0,0.18000000000000002,0.10895883777239708,1,1
src/test/test_questions/question75_5/question_14_14.json,0,路特斯科技的用户画像？,What is the user profile for Lotus Technology?,3,34,4,0.3333333333333333,0.029411764705882353,0.05405405405405406,0.3333333333333333,0.25,0.28571428571428575,0.0,0.22058823529411764,0.2316602316602317,1,1
src/test/test_questions/question75_5/question_15_15.json,0,路特斯科技产品的交付周期是多少？,What is the delivery cycle for Lotus Technology's products in 2024?,1,35,5,1.0,0.02857142857142857,0.05555555555555556,1.0,0.2,0.33333333333333337,0.0,0.17142857142857143,0.2777777777777778,1,1
src/test/test_questions/question75_5/question_16_16.json,0,路特斯科技的员工数量？,What is the number of employees at Lotus Technology?,2,38,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
src/test/test_questions/question75_5/question_17_17.json,0,路特斯科技的研发投入？研发人员数量？,What is Lotus Technology's R&D investment in 2024? | What is the number of R&D personnel at Lotus Technology in 2024?,3,68,7,0.6666666666666666,0.029411764705882353,0.056338028169014086,0.6666666666666666,0.2857142857142857,0.4,0.0,0.25630252100840334,0.34366197183098596,2,2
src/test/test_questions/question75_5/question_18_18.json,0,路特斯科技的主要竞争优势是什么？,What are the main competitive advantages of Lotus Technology?,7,28,5,0.5714285714285714,0.14285714285714285,0.2285714285714286,0.42857142857142855,0.6,0.5,-0.14285714285714285,0.45714285714285713,0.2714285714285714,4,3
src/test/test_questions/question75_5/question_19_19.json,0,路特斯科技的远期目标？,What are the long-term goals of Lotus Technology?,5,35,5,0.8,0.11428571428571428,0.19999999999999998,0.4,0.4,0.4000000000000001,-0.4,0.28571428571428575,0.2000000000000001,4,2
